Target_ID,Target_Protein_Name,Domain_ID
Q96EN8,Molybdenum cofactor sulfurase,PF03476
Q8N1E6,F-box/LRR-repeat protein 14,PF12937
Q8N1E6,F-box/LRR-repeat protein 14,PF13516
Q96L91,E1A-binding protein p400,PF15790
Q96L91,E1A-binding protein p400,PF00271
Q96L91,E1A-binding protein p400,PF07529
Q96L91,E1A-binding protein p400,PF00176
P11440,Cyclin-dependent kinase 1,PF00069
P57775,F-box/WD repeat-containing protein 4,PF12937
P57775,F-box/WD repeat-containing protein 4,PF00400
Q9NUA8,Zinc finger and BTB domain-containing protein 40,PF00651
Q9NUA8,Zinc finger and BTB domain-containing protein 40,PF00096
Q9NUA8,Zinc finger and BTB domain-containing protein 40,PF12874
Q4JQW6,Tegument protein VP22,PF04823
O95274,Ly6/PLAUR domain-containing protein 3,PF00021
Q6UWE0,E3 ubiquitin-protein ligase LRSAM1,PF23598
Q6UWE0,E3 ubiquitin-protein ligase LRSAM1,PF07647
Q6UWE0,E3 ubiquitin-protein ligase LRSAM1,PF13920
Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,PF00780
Q92918,Mitogen-activated protein kinase kinase kinase kinase 1,PF00069
P26640,Valine--tRNA ligase,PF08264
P26640,Valine--tRNA ligase,PF00043
P26640,Valine--tRNA ligase,PF00133
P49116,Nuclear receptor subfamily 2 group C member 2,PF00104
P49116,Nuclear receptor subfamily 2 group C member 2,PF00105
Q15334,Lethal,PF08366
A6NHL2,Tubulin alpha chain-like 3,PF00091
A6NHL2,Tubulin alpha chain-like 3,PF03953
O95218,Zinc finger Ran-binding domain-containing protein 2,PF00641
P29317,Ephrin type-A receptor 2,PF14575
P29317,Ephrin type-A receptor 2,PF01404
P29317,Ephrin type-A receptor 2,PF00041
P29317,Ephrin type-A receptor 2,PF07714
P29317,Ephrin type-A receptor 2,PF00536
P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PF00149
P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit,PF16891
Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1,PF14572
Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1,PF13793
P04083,Annexin A1,PF00191
Q02779,Mitogen-activated protein kinase kinase kinase 10,PF07714
Q02779,Mitogen-activated protein kinase kinase kinase 10,PF14604
Q8N183,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,PF05071
Q96JM2,Zinc finger protein 462,PF23224
Q96JM2,Zinc finger protein 462,PF23225
Q96JM2,Zinc finger protein 462,PF23223
Q96JM2,Zinc finger protein 462,PF23075
Q96JM2,Zinc finger protein 462,PF23077
Q9HB75,p53-induced death domain-containing protein 1,PF00531
Q9HB75,p53-induced death domain-containing protein 1,PF13855
Q9HB75,p53-induced death domain-containing protein 1,PF10461
Q9HB75,p53-induced death domain-containing protein 1,PF00791
P35550,rRNA 2'-O-methyltransferase fibrillarin,PF01269
P0DTC7,ORF7a protein,PF08779
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF07652
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01543
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01542
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01539
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01560
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01538
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01006
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01001
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF01506
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF08300
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF08301
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF12941
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF22027
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF02907
P27958,Genome polyprotein [Cleaved into: Core protein precursor,PF00998
Q9GZS3,Superkiller complex protein 8,PF00400
P05093,"Steroid 17-alpha-hydroxylase/17,20 lyase",PF00067
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PF08736
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PF09380
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PF00373
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PF09379
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PF00169
Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PF00621
Q9UKT5,F-box only protein 4,PF12937
Q14247,Src substrate cortactin,PF02218
Q14247,Src substrate cortactin,PF14604
Q07002,Cyclin-dependent kinase 18,PF00069
Q92782,Zinc finger protein neuro-d4,PF14051
Q92782,Zinc finger protein neuro-d4,PF00628
Q96Q04,Serine/threonine-protein kinase LMTK3,PF07714
Q9BSL1,Ubiquitin-associated domain-containing protein 1,PF22562
Q9BSL1,Ubiquitin-associated domain-containing protein 1,PF23326
Q9NZQ7,Programmed cell death 1 ligand 1,PF08205
Q9NZQ7,Programmed cell death 1 ligand 1,PF07686
P35232,Prohibitin 1,PF01145
Q13325,Interferon-induced protein with tetratricopeptide repeats 5,PF13374
Q13325,Interferon-induced protein with tetratricopeptide repeats 5,PF13424
Q13325,Interferon-induced protein with tetratricopeptide repeats 5,PF07719
Q13325,Interferon-induced protein with tetratricopeptide repeats 5,PF13181
P21127,Cyclin-dependent kinase 11B,PF00069
Q9H3D4,Tumor protein 63,PF00870
Q9H3D4,Tumor protein 63,PF07710
Q9H3D4,Tumor protein 63,PF07647
Q8NEG4,Protein FAM83F,PF07894
Q5TA56,Argonaute RISC catalytic component 3,PF08699
Q5TA56,Argonaute RISC catalytic component 3,PF16486
H3BSK8,"RB binding protein 6, ubiquitin ligase",PF04564
H3BSK8,"RB binding protein 6, ubiquitin ligase",PF13696
Q59GL9,IkappaB kinase,PF18397
Q59GL9,IkappaB kinase,PF00069
Q8TA90,Elongation factor 2,PF00679
Q8TA90,Elongation factor 2,PF14492
Q8TA90,Elongation factor 2,PF03764
Q8TA90,Elongation factor 2,PF03144
Q92947,"Glutaryl-CoA dehydrogenase, mitochondrial",PF00441
Q92947,"Glutaryl-CoA dehydrogenase, mitochondrial",PF02770
Q92947,"Glutaryl-CoA dehydrogenase, mitochondrial",PF02771
Q96HR9,Receptor expression-enhancing protein 6,PF03134
P31152,Mitogen-activated protein kinase 4,PF00069
Q12904,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,PF01588
Q13233,Mitogen-activated protein kinase kinase kinase 1,PF21040
Q13233,Mitogen-activated protein kinase kinase kinase 1,PF00069
Q13233,Mitogen-activated protein kinase kinase kinase 1,PF04434
Q8N165,Serine/threonine-protein kinase PDIK1L,PF00069
O14879,Interferon-induced protein with tetratricopeptide repeats 3,PF13424
O14879,Interferon-induced protein with tetratricopeptide repeats 3,PF13176
O14879,Interferon-induced protein with tetratricopeptide repeats 3,PF13181
P06241,Tyrosine-protein kinase Fyn,PF07714
P06241,Tyrosine-protein kinase Fyn,PF00017
P06241,Tyrosine-protein kinase Fyn,PF00018
Q93079,Histone H2B type 1-H,PF00125
Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF21010
Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF04408
Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF00271
Q9H5Z1,Probable ATP-dependent RNA helicase DHX35,PF07717
Q9UMS4,Pre-mRNA-processing factor 19,PF08606
Q9UMS4,Pre-mRNA-processing factor 19,PF04564
Q9UMS4,Pre-mRNA-processing factor 19,PF24814
Q9H2C0,Gigaxonin,PF07707
Q9H2C0,Gigaxonin,PF00651
Q9H2C0,Gigaxonin,PF24681
P42224,Signal transducer and activator of transcription 1-alpha/beta,PF00017
P42224,Signal transducer and activator of transcription 1-alpha/beta,PF12162
P42224,Signal transducer and activator of transcription 1-alpha/beta,PF01017
P42224,Signal transducer and activator of transcription 1-alpha/beta,PF02864
P42224,Signal transducer and activator of transcription 1-alpha/beta,PF02865
P42224,Signal transducer and activator of transcription 1-alpha/beta,PF21354
Q02413,Desmoglein-1,PF01049
Q02413,Desmoglein-1,PF00028
O94921,Cyclin-dependent kinase 14,PF00069
P08581,Hepatocyte growth factor receptor,PF07714
P08581,Hepatocyte growth factor receptor,PF01437
P08581,Hepatocyte growth factor receptor,PF01403
P08581,Hepatocyte growth factor receptor,PF01833
Q9Y297,F-box/WD repeat-containing protein 1A,PF12125
Q9Y297,F-box/WD repeat-containing protein 1A,PF12937
Q9Y297,F-box/WD repeat-containing protein 1A,PF00400
Q86UV7,Tripartite motif-containing protein 73,PF00643
Q86UV7,Tripartite motif-containing protein 73,PF13445
Q5THK1,Protein PRR14L,PF15386
Q86SX1,Full-length cDNA 5-PRIME end of clone CS0DN005YI08 of Adult brain of Homo sapiens,PF13589
P02649,Apolipoprotein E,PF01442
Q16629,Serine/arginine-rich splicing factor 7,PF00076
Q8TC44,POC1 centriolar protein homolog B,PF00400
O43614,Orexin receptor type 2,PF00001
O43614,Orexin receptor type 2,PF03827
O94761,ATP-dependent DNA helicase Q4,PF00270
O94761,ATP-dependent DNA helicase Q4,PF11719
O94761,ATP-dependent DNA helicase Q4,PF00271
Q13164,Mitogen-activated protein kinase 7,PF00069
Q8WV41,Sorting nexin-33,PF10456
Q8WV41,Sorting nexin-33,PF00787
Q8WV41,Sorting nexin-33,PF14604
Q9H0K6,Pseudouridylate synthase PUS7L,PF23943
Q9H0K6,Pseudouridylate synthase PUS7L,PF25094
Q9H0K6,Pseudouridylate synthase PUS7L,PF01142
P08473,Neprilysin,PF01431
P08473,Neprilysin,PF05649
Q14653,Interferon regulatory factor 3,PF00605
Q14653,Interferon regulatory factor 3,PF10401
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,PF00028
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,PF07714
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,PF17756
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,PF17812
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,PF17813
P07949,Proto-oncogene tyrosine-protein kinase receptor Ret,PF22540
P18505,Gamma-aminobutyric acid receptor subunit beta-1,PF02931
P18505,Gamma-aminobutyric acid receptor subunit beta-1,PF02932
Q13619,Cullin-4A,PF00888
Q13619,Cullin-4A,PF10557
Q8N196,Homeobox protein SIX5,PF00046
Q8N196,Homeobox protein SIX5,PF16878
P35222,Catenin beta-1,PF00514
Q4ZG55,Protein GREB1,PF20692
Q4ZG55,Protein GREB1,PF20688
Q4ZG55,Protein GREB1,PF20267
Q4ZG55,Protein GREB1,PF15782
Q4ZG55,Protein GREB1,PF20691
P21709,Ephrin type-A receptor 1,PF14575
P21709,Ephrin type-A receptor 1,PF01404
P21709,Ephrin type-A receptor 1,PF07699
P21709,Ephrin type-A receptor 1,PF00041
P21709,Ephrin type-A receptor 1,PF07714
P21709,Ephrin type-A receptor 1,PF00536
Q92731,Estrogen receptor beta,PF12497
Q92731,Estrogen receptor beta,PF00104
Q92731,Estrogen receptor beta,PF00105
P00524,Tyrosine-protein kinase transforming protein Src,PF07714
P00524,Tyrosine-protein kinase transforming protein Src,PF00017
P00524,Tyrosine-protein kinase transforming protein Src,PF00018
Q86XA9,HEAT repeat-containing protein 5A,PF25468
Q86XA9,HEAT repeat-containing protein 5A,PF20210
P02452,Collagen alpha-1,PF01410
P02452,Collagen alpha-1,PF01391
P02452,Collagen alpha-1,PF00093
Q71RC2,La-related protein 4,PF05383
P34810,Macrosialin,PF01299
Q96GM5,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1,PF02201
Q99570,Phosphoinositide 3-kinase regulatory subunit 4,PF00069
Q99570,Phosphoinositide 3-kinase regulatory subunit 4,PF22956
Q99570,Phosphoinositide 3-kinase regulatory subunit 4,PF00400
O15033,Apoptosis-resistant E3 ubiquitin protein ligase 1,PF00630
O15033,Apoptosis-resistant E3 ubiquitin protein ligase 1,PF00632
Q7Z6J8,E3 ubiquitin-protein ligase E3D,PF09814
Q8N720,Zinc finger protein 655,PF00096
P26196,Probable ATP-dependent RNA helicase DDX6,PF00270
P26196,Probable ATP-dependent RNA helicase DDX6,PF00271
Q96EG3,Zinc finger protein 837,PF00096
Q9P0Z9,Peroxisomal sarcosine oxidase,PF01266
Q9P275,Ubiquitin carboxyl-terminal hydrolase 36,PF00443
P34932,Heat shock 70 kDa protein 4,PF00012
Q15393,Splicing factor 3B subunit 3,PF10433
Q15393,Splicing factor 3B subunit 3,PF23726
Q15393,Splicing factor 3B subunit 3,PF03178
Q13501,Sequestosome-1,PF00564
Q13501,Sequestosome-1,PF16577
Q13501,Sequestosome-1,PF00569
Q86WH2,Ras association domain-containing protein 3,PF16517
Q86WH2,Ras association domain-containing protein 3,PF00788
K9N4V7,Nucleoprotein,PF00937
Q96CT2,Kelch-like protein 29,PF07707
Q96CT2,Kelch-like protein 29,PF00651
Q96CT2,Kelch-like protein 29,PF01344
Q96CT2,Kelch-like protein 29,PF24681
Q5BKY1,Leucine-rich repeat-containing protein 10,PF13855
Q9D6P8,Calmodulin-like protein 3,PF13499
Q13616,Cullin-1,PF00888
Q13616,Cullin-1,PF10557
Q08881,Tyrosine-protein kinase ITK/TSK,PF00779
Q08881,Tyrosine-protein kinase ITK/TSK,PF00169
Q08881,Tyrosine-protein kinase ITK/TSK,PF07714
Q08881,Tyrosine-protein kinase ITK/TSK,PF00017
Q08881,Tyrosine-protein kinase ITK/TSK,PF00018
Q96C45,Serine/threonine-protein kinase ULK4,PF23606
Q96C45,Serine/threonine-protein kinase ULK4,PF00069
P68371,Tubulin beta-4B chain,PF00091
P68371,Tubulin beta-4B chain,PF03953
Q6PCD5,E3 ubiquitin-protein ligase RFWD3,PF23419
Q6PCD5,E3 ubiquitin-protein ligase RFWD3,PF13639
O75534,Cold shock domain-containing protein E1,PF00313
O75534,Cold shock domain-containing protein E1,PF23456
O75534,Cold shock domain-containing protein E1,PF12901
P50991,T-complex protein 1 subunit delta,PF00118
Q8TCT1,Phosphoethanolamine/phosphocholine phosphatase,PF06888
Q9Y3B2,Exosome complex component CSL4,PF14382
Q9Y3B2,Exosome complex component CSL4,PF10447
P17542,T-cell acute lymphocytic leukemia protein 1,PF00010
Q96PV0,Ras/Rap GTPase-activating protein SynGAP,PF00168
Q96PV0,Ras/Rap GTPase-activating protein SynGAP,PF12004
Q96PV0,Ras/Rap GTPase-activating protein SynGAP,PF25321
Q96PV0,Ras/Rap GTPase-activating protein SynGAP,PF00616
Q9UGI9,5'-AMP-activated protein kinase subunit gamma-3,PF00571
Q8IW35,Centrosomal protein of 97 kDa,PF14580
Q9HAF1,Chromatin modification-related protein MEAF6,PF09340
Q13952,Nuclear transcription factor Y subunit gamma,PF00125
P45983,Mitogen-activated protein kinase 8,PF00069
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF01398
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF08082
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF08083
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF08084
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF12134
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF10598
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF10597
Q99PV0,Pre-mRNA-processing-splicing factor 8,PF10596
Q6NXR4,TELO2-interacting protein 2,PF10521
Q20MH8,Matrix protein 2,PF00599
Q13485,Mothers against decapentaplegic homolog 4,PF03165
Q13485,Mothers against decapentaplegic homolog 4,PF03166
Q2TAK8,PWWP domain-containing DNA repair factor 3A,PF20884
Q2TAK8,PWWP domain-containing DNA repair factor 3A,PF20886
Q2TAK8,PWWP domain-containing DNA repair factor 3A,PF20887
Q02156,Protein kinase C epsilon type,PF00130
Q02156,Protein kinase C epsilon type,PF00168
Q02156,Protein kinase C epsilon type,PF00069
Q02156,Protein kinase C epsilon type,PF00433
Q8IVT5,Kinase suppressor of Ras 1,PF07714
Q8IVT5,Kinase suppressor of Ras 1,PF20406
Q8NBT0,POC1 centriolar protein homolog A,PF00400
Q9P2N7,Kelch-like protein 13,PF07707
Q9P2N7,Kelch-like protein 13,PF00651
Q9P2N7,Kelch-like protein 13,PF01344
Q9P2N7,Kelch-like protein 13,PF24681
Q9UBS0,Ribosomal protein S6 kinase beta-2,PF00069
Q9UBS0,Ribosomal protein S6 kinase beta-2,PF00433
O43257,Zinc finger HIT domain-containing protein 1,PF04438
P35916,Vascular endothelial growth factor receptor 3,PF07679
P35916,Vascular endothelial growth factor receptor 3,PF13927
P35916,Vascular endothelial growth factor receptor 3,PF22971
P35916,Vascular endothelial growth factor receptor 3,PF07714
P35916,Vascular endothelial growth factor receptor 3,PF21339
P35916,Vascular endothelial growth factor receptor 3,PF17988
P35916,Vascular endothelial growth factor receptor 3,PF22854
O00522,Krev interaction trapped protein 1,PF24521
O00522,Krev interaction trapped protein 1,PF00373
O00522,Krev interaction trapped protein 1,PF24522
O00522,Krev interaction trapped protein 1,PF16705
O43504,Ragulator complex protein LAMTOR5,PF16672
Q16623,Syntaxin-1A,PF05739
Q16623,Syntaxin-1A,PF00804
Q8WY36,HMG box transcription factor BBX,PF09667
Q8WY36,HMG box transcription factor BBX,PF00505
P35269,General transcription factor IIF subunit 1,PF05793
P58304,Visual system homeobox 2,PF00046
P58304,Visual system homeobox 2,PF03826
P06493,Cyclin-dependent kinase 1,PF00069
Q9CYA0,Protein disulfide isomerase Creld2,PF07645
Q8N9Z0,Zinc finger protein 610,PF01352
Q8N9Z0,Zinc finger protein 610,PF00096
Q8N9Z0,Zinc finger protein 610,PF13465
Q77M19,Non-structural protein V,PF13825
Q77M19,Non-structural protein V,PF13008
P36776,"Lon protease homolog, mitochondrial",PF00004
P36776,"Lon protease homolog, mitochondrial",PF05362
P36776,"Lon protease homolog, mitochondrial",PF22667
P36776,"Lon protease homolog, mitochondrial",PF02190
O75676,Ribosomal protein S6 kinase alpha-4,PF00069
O75676,Ribosomal protein S6 kinase alpha-4,PF00433
P52298,Nuclear cap-binding protein subunit 2,PF00076
Q96HH9,GRAM domain-containing protein 2B,PF02893
Q9H079,KATNB1-like protein 1,PF13925
P06213,Insulin receptor,PF00041
P06213,Insulin receptor,PF00757
P06213,Insulin receptor,PF17870
P06213,Insulin receptor,PF07714
P06213,Insulin receptor,PF01030
Q92615,La-related protein 4B,PF05383
Q15906,Vacuolar protein sorting-associated protein 72 homolog,PF05764
Q15906,Vacuolar protein sorting-associated protein 72 homolog,PF08265
Q96T37,RNA-binding protein 15,PF00076
Q96T37,RNA-binding protein 15,PF07744
Q9NQU5,Serine/threonine-protein kinase PAK 6,PF00786
Q9NQU5,Serine/threonine-protein kinase PAK 6,PF00069
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF07533
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF00439
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF00271
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF07529
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF08880
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF14619
P51531,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 2,PF00176
Q15418,Ribosomal protein S6 kinase alpha-1,PF00069
Q15418,Ribosomal protein S6 kinase alpha-1,PF00433
Q9NWZ5,Uridine-cytidine kinase-like 1,PF00485
Q9NWZ5,Uridine-cytidine kinase-like 1,PF14681
Q8NG50,RAD52 motif-containing protein 1,PF00076
P05214,Tubulin alpha-3 chain,PF00091
P05214,Tubulin alpha-3 chain,PF03953
Q6P1M9,Armadillo repeat-containing X-linked protein 5,PF04826
B1AL69,Hsp90 co-chaperone Cdc37-like 1,PF08565
Q573B4,Tyrosine-protein kinase,PF07714
Q573B4,Tyrosine-protein kinase,PF00017
Q573B4,Tyrosine-protein kinase,PF00018
Q6IAX9,Signal recognition particle receptor subunit alpha,PF04086
Q6IAX9,Signal recognition particle receptor subunit alpha,PF00448
Q6IAX9,Signal recognition particle receptor subunit alpha,PF02881
O75821,Eukaryotic translation initiation factor 3 subunit G,PF12353
O75821,Eukaryotic translation initiation factor 3 subunit G,PF00076
P09758,Tumor-associated calcium signal transducer 2,PF21283
P09758,Tumor-associated calcium signal transducer 2,PF18635
P09758,Tumor-associated calcium signal transducer 2,PF00086
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",PF00890
P31040,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",PF02910
P49754,Vacuolar protein sorting-associated protein 41 homolog,PF23411
P49754,Vacuolar protein sorting-associated protein 41 homolog,PF23556
P49754,Vacuolar protein sorting-associated protein 41 homolog,PF23555
Q04206,Transcription factor p65,PF16179
Q04206,Transcription factor p65,PF00554
Q6ZMQ8,Serine/threonine-protein kinase LMTK1,PF07714
Q9HBG4,V-type proton ATPase 116 kDa subunit a 4,PF01496
P11216,"Glycogen phosphorylase, brain form",PF00343
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",PF00198
P36957,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",PF00364
O15212,Prefoldin subunit 6,PF01920
P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PF00676
